Smiles	ID	ID_1	origSmiles_1	rdk.fr_C_O_noCOO	rdk.Chi4v	rdk.fr_Ar_COO	rdk.fr_SH	rdk.Chi4n	rdk.SMR_VSA10	rdk.fr_para_hydroxylation	rdk.fr_barbitur	rdk.fr_halogen	rdk.fr_dihydropyridine	rdk.fr_priamide	rdk.fr_Al_COO	rdk.fr_guanido	rdk.fr_furan	rdk.fr_morpholine	rdk.fr_nitroso	rdk.fr_COO2	rdk.fr_amidine	rdk.SMR_VSA7	rdk.fr_benzodiazepine	rdk.fr_Imine	rdk.MolWt	rdk.fr_hdrzine	rdk.fr_urea	rdk.fr_Ar_NH	rdk.fr_quatN	rdk.fr_phos_ester	rdk.fr_benzene	rdk.fr_phos_acid	rdk.fr_sulfone	rdk.VSA_EState10	rdk.fr_aniline	rdk.fr_N_O	rdk.fr_sulfonamd	rdk.fr_thiazole	rdk.TPSA	rdk.EState_VSA8	rdk.PEOE_VSA14	rdk.PEOE_VSA13	rdk.PEOE_VSA12	rdk.PEOE_VSA11	rdk.PEOE_VSA10	rdk.BalabanJ	rdk.fr_lactone	rdk.EState_VSA10	rdk.EState_VSA11	rdk.HeavyAtomMolWt	rdk.fr_nitro_arom	rdk.Chi0	rdk.Chi1	rdk.MolLogP	rdk.fr_nitro	rdk.fr_Al_OH	rdk.fr_azo	rdk.fr_C_O	rdk.fr_ether	rdk.fr_phenol_noOrthoHbond	rdk.fr_alkyl_halide	rdk.NumValenceElectrons	rdk.fr_aryl_methyl	rdk.fr_Ndealkylation2	rdk.fr_term_acetylene	rdk.HallKierAlpha	rdk.fr_C_S	rdk.fr_thiocyan	rdk.fr_ketone_Topliss	rdk.VSA_EState4	rdk.VSA_EState5	rdk.VSA_EState6	rdk.VSA_EState7	rdk.VSA_EState1	rdk.VSA_EState2	rdk.VSA_EState3	rdk.fr_HOCCN	rdk.fr_NH2	rdk.SlogP_VSA12	rdk.EState_VSA9	rdk.SlogP_VSA10	rdk.SlogP_VSA11	rdk.fr_COO	rdk.NHOHCount	rdk.fr_unbrch_alkane	rdk.fr_methoxy	rdk.fr_thiophene	rdk.SlogP_VSA8	rdk.SlogP_VSA9	rdk.SlogP_VSA4	rdk.SlogP_VSA5	rdk.SlogP_VSA6	rdk.SlogP_VSA7	rdk.SlogP_VSA1	rdk.SlogP_VSA2	rdk.SlogP_VSA3	rdk.NumRadicalElectrons	rdk.fr_piperzine	rdk.fr_nitrile	rdk.NumHeteroatoms	rdk.fr_NH1	rdk.fr_NH0	rdk.BertzCT	rdk.LabuteASA	rdk.fr_amide	rdk.Chi3n	rdk.fr_imidazole	rdk.SMR_VSA3	rdk.SMR_VSA2	rdk.SMR_VSA1	rdk.Kappa1	rdk.SMR_VSA6	rdk.Kappa3	rdk.Kappa2	rdk.EState_VSA6	rdk.Chi3v	rdk.SMR_VSA9	rdk.SMR_VSA8	rdk.EState_VSA2	rdk.EState_VSA3	rdk.fr_Ndealkylation1	rdk.EState_VSA1	rdk.fr_ketone	rdk.SMR_VSA5	rdk.Ipc	rdk.fr_diazo	rdk.SMR_VSA4	rdk.fr_Ar_N	rdk.fr_Nhpyrrole	rdk.EState_VSA7	rdk.fr_ester	rdk.EState_VSA4	rdk.NumHDonors	rdk.fr_prisulfonamd	rdk.fr_oxime	rdk.EState_VSA5	rdk.fr_isocyan	rdk.Chi2n	rdk.Chi2v	rdk.HeavyAtomCount	rdk.fr_azide	rdk.NumHAcceptors	rdk.fr_lactam	rdk.fr_allylic_oxid	rdk.VSA_EState8	rdk.fr_oxazole	rdk.VSA_EState9	rdk.fr_piperdine	rdk.fr_Ar_OH	rdk.fr_sulfide	rdk.fr_alkyl_carbamate	rdk.NOCount	rdk.Chi1n	rdk.PEOE_VSA8	rdk.PEOE_VSA7	rdk.PEOE_VSA6	rdk.PEOE_VSA5	rdk.PEOE_VSA4	rdk.PEOE_VSA3	rdk.PEOE_VSA2	rdk.PEOE_VSA1	rdk.fr_imide	rdk.Chi1v	rdk.fr_Al_OH_noTert	rdk.fr_epoxide	rdk.fr_hdrzone	rdk.fr_isothiocyan	rdk.fr_bicyclic	rdk.Chi0n	rdk.fr_phenol	rdk.MolMR	rdk.PEOE_VSA9	rdk.fr_aldehyde	rdk.fr_pyridine	rdk.fr_tetrazole	rdk.RingCount	rdk.fr_nitro_arom_nonortho	rdk.Chi0v	rdk.fr_ArN	rdk.NumRotatableBonds	BioActivity_1	c#BioActivity
CN(C[C@@H]1CC(F)(F)CN1)S(=O)(=O)N1CCCN(c2ncnc3[nH]ccc23)CC12CC2	LEO121048A	LEO121048A	CN(C[C@@H]1CC(F)(F)CN1)S(=O)(=O)N1CCCN(c2ncnc3[nH]ccc23)CC12CC2	0.000	6.654	0.000	0.000	4.859	27.061	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.591	0.000	0.000	455.535	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	-3.776	1.000	0.000	0.000	0.000	97.460	25.169	0.000	16.132	0.000	0.000	17.792	1.355	0.000	17.199	0.000	428.319	0.000	21.855	14.702	0.695	0.000	0.000	0.000	0.000	0.000	0.000	2.000	170.000	0.000	0.000	0.000	-1.890	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	14.599	0.000	0.000	2.000	0.000	0.000	0.000	11.033	0.000	0.000	25.683	18.591	0.000	10.217	89.255	10.209	0.000	0.000	0.000	12.000	2.000	5.000	1072.146	179.545	0.000	6.482	0.000	28.879	0.000	17.199	20.982	44.671	3.790	7.324	4.305	8.546	0.000	0.000	12.966	26.055	1.000	34.257	0.000	43.187	11865212.000	0.000	0.000	3.000	1.000	12.263	0.000	29.693	2.000	0.000	0.000	17.680	0.000	8.935	10.895	31.000	0.000	6.000	0.000	0.000	56.754	0.000	25.272	0.000	0.000	0.000	0.000	9.000	10.587	51.886	25.329	0.000	0.000	17.028	18.749	0.000	15.201	0.000	11.984	0.000	0.000	0.000	0.000	1.000	17.390	0.000	112.727	17.470	0.000	0.000	0.000	5.000	0.000	18.207	0.000	5.000	Inactive	Inactive
Cc1ccc([C@H](O)[C@H](C)NC(C)C)cc1	LEO154196A	LEO154196A	Cc1ccc([C@H](O)[C@H](C)NC(C)C)cc1	0.000	1.669	0.000	0.000	1.669	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	35.392	0.000	0.000	207.317	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32.260	19.164	0.000	0.000	0.000	0.000	0.000	2.667	0.000	5.107	0.000	186.149	0.000	11.422	7.003	2.415	0.000	1.000	0.000	0.000	0.000	0.000	0.000	84.000	1.000	0.000	0.000	-0.860	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	6.924	38.002	24.265	0.000	5.317	17.190	0.000	0.000	0.000	0.000	2.000	1.000	0.000	291.909	92.330	0.000	2.489	0.000	5.317	0.000	5.107	12.211	0.000	3.649	5.286	0.000	2.489	0.000	0.000	6.042	6.042	0.000	6.104	0.000	45.883	1862.336	0.000	0.000	0.000	0.000	38.113	0.000	5.563	2.000	0.000	0.000	5.563	0.000	4.466	4.466	15.000	0.000	2.000	0.000	0.000	0.000	0.000	31.833	0.000	0.000	0.000	0.000	2.000	5.511	12.084	19.411	43.676	0.000	0.000	0.000	0.000	10.423	0.000	5.511	1.000	0.000	0.000	0.000	0.000	9.989	0.000	63.873	6.104	0.000	0.000	0.000	1.000	0.000	9.989	0.000	4.000	Inactive	Inactive
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1	LEO2915A	LEO2915A	O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1	2.000	2.405	0.000	0.000	2.405	11.938	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.791	0.000	0.000	252.273	0.000	1.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	58.200	10.634	6.031	5.907	0.000	5.539	0.000	2.231	0.000	9.589	0.000	240.177	0.000	13.295	9.232	1.770	0.000	0.000	0.000	2.000	0.000	0.000	0.000	94.000	0.000	0.000	0.000	-2.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.795	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	11.127	60.664	0.000	10.634	11.938	10.333	0.000	0.000	0.000	4.000	2.000	0.000	583.609	110.000	3.000	3.282	0.000	10.634	0.000	9.589	11.469	0.000	1.689	4.242	0.000	3.282	0.000	0.000	5.907	0.000	0.000	11.570	0.000	5.539	37379.762	0.000	0.000	0.000	0.000	60.664	0.000	11.127	2.000	0.000	0.000	0.000	0.000	4.390	4.390	19.000	0.000	2.000	0.000	0.000	0.000	0.000	46.917	0.000	0.000	0.000	0.000	4.000	5.980	0.000	11.127	60.664	0.000	0.000	4.795	10.111	5.317	1.000	5.980	0.000	0.000	0.000	0.000	0.000	10.090	0.000	70.338	0.000	0.000	0.000	0.000	3.000	0.000	10.090	0.000	2.000	Inactive	Inactive
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1	NN10963A	NN10963A	COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1	2.000	3.259	0.000	0.000	3.133	40.350	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	64.308	0.000	0.000	415.829	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	5.910	0.000	0.000	0.000	0.000	94.830	0.000	11.939	5.907	0.000	6.607	5.750	2.091	0.000	14.384	0.000	397.685	0.000	21.129	13.812	3.471	0.000	0.000	0.000	3.000	2.000	0.000	0.000	150.000	0.000	0.000	0.000	-3.320	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.601	26.181	0.000	5.750	1.000	1.000	0.000	1.000	0.000	10.903	0.000	6.924	21.615	42.465	5.023	4.737	41.236	20.747	0.000	0.000	0.000	8.000	0.000	1.000	1100.552	170.953	0.000	4.514	0.000	4.567	0.000	28.964	20.415	13.717	4.246	8.363	49.388	4.766	5.750	0.000	12.328	38.496	0.000	18.545	0.000	13.345	3012602.750	0.000	0.000	1.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	11.677	0.000	6.326	6.762	29.000	0.000	6.000	0.000	0.000	1.512	0.000	70.356	0.000	0.000	0.000	0.000	7.000	8.671	21.666	54.952	11.601	0.000	0.000	4.795	14.156	14.580	0.000	9.049	0.000	0.000	0.000	0.000	1.000	15.769	0.000	106.706	19.047	0.000	0.000	0.000	3.000	0.000	16.525	0.000	8.000	Inactive	Inactive
Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2	ZZA30888A	ZZA30888A	Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2	0.000	4.550	0.000	0.000	2.083	19.861	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23.260	0.000	0.000	275.351	0.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	-7.243	0.000	0.000	1.000	0.000	94.300	0.000	0.000	0.000	10.023	9.837	0.000	2.790	0.000	16.836	0.000	262.247	0.000	12.845	7.716	0.362	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.000	2.000	0.000	0.000	-0.920	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	5.139	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	6.924	17.548	21.924	0.000	5.139	22.588	26.281	0.000	0.000	0.000	7.000	0.000	0.000	674.503	100.611	0.000	2.859	0.000	0.000	0.000	16.836	12.535	5.753	2.221	3.792	12.990	5.788	0.000	0.000	15.544	23.969	0.000	19.861	0.000	29.556	4303.857	0.000	5.139	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	6.066	0.000	4.193	7.800	17.000	0.000	4.000	0.000	0.000	46.323	0.000	11.921	0.000	0.000	0.000	0.000	5.000	5.108	0.000	36.959	6.066	0.000	0.000	21.975	0.000	0.000	0.000	8.306	0.000	0.000	0.000	0.000	1.000	9.303	0.000	62.926	15.544	0.000	0.000	0.000	2.000	0.000	10.936	0.000	1.000	Inactive	Inactive
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O	LEO132662A	LEO132662A	CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O	1.000	4.941	0.000	0.000	4.941	5.907	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	71.791	0.000	0.000	378.516	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32.780	60.355	0.000	0.000	5.907	0.000	5.415	1.738	0.000	4.795	0.000	348.276	0.000	19.399	13.763	3.173	0.000	0.000	0.000	1.000	1.000	0.000	0.000	148.000	0.000	1.000	0.000	-2.170	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.737	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.918	24.471	60.664	0.000	0.000	61.645	14.946	0.000	0.000	0.000	4.000	0.000	2.000	732.207	167.651	1.000	6.415	0.000	9.800	0.000	9.531	19.160	45.938	3.357	8.458	0.000	6.415	0.000	0.000	11.825	0.000	1.000	5.415	0.000	18.760	4438893.000	0.000	5.918	0.000	0.000	17.033	0.000	63.485	0.000	0.000	0.000	0.000	0.000	7.823	7.823	28.000	0.000	3.000	0.000	0.000	0.000	0.000	56.083	0.000	0.000	0.000	0.000	4.000	10.470	32.097	31.016	60.664	0.000	0.000	0.000	9.694	9.637	0.000	10.470	0.000	0.000	0.000	0.000	0.000	16.719	0.000	111.284	13.214	0.000	0.000	0.000	4.000	0.000	16.719	0.000	6.000	Inactive	Inactive
CN1CCN2c3ccccc3Cc3ccccc3C2C1	ZZA30917A	ZZA30917A	CN1CCN2c3ccccc3Cc3ccccc3C2C1	0.000	3.640	0.000	0.000	3.640	5.687	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	65.221	0.000	0.000	264.372	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	6.480	65.378	0.000	0.000	0.000	0.000	0.000	1.902	0.000	0.000	0.000	244.212	0.000	13.527	9.826	3.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	102.000	0.000	0.000	0.000	-1.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.687	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22.732	48.531	0.000	4.900	31.582	6.421	0.000	1.000	0.000	2.000	0.000	2.000	634.820	120.186	0.000	4.679	0.000	4.900	0.000	0.000	11.980	31.582	1.832	4.637	0.000	4.679	0.000	0.000	0.000	6.042	1.000	0.000	0.000	12.463	76322.133	0.000	0.000	0.000	0.000	0.000	0.000	26.055	0.000	0.000	0.000	22.378	0.000	5.976	5.976	20.000	0.000	2.000	0.000	0.000	0.000	0.000	36.000	0.000	0.000	0.000	0.000	2.000	7.436	25.322	36.225	42.465	0.000	0.000	0.000	0.000	9.800	0.000	7.436	0.000	0.000	0.000	0.000	5.000	11.919	0.000	83.274	6.042	0.000	0.000	0.000	4.000	0.000	11.919	0.000	0.000	Inactive	Inactive
Cc1nnsc1C(=O)N[C@@H](C)[C@H](Oc1ccc(C(=O)O[C@H]2CCCN(C(O)c3coc(O)c3)C2)cc1)c1ccc(C2CC2)cc1	LEO134319A	LEO134319A	Cc1nnsc1C(=O)N[C@@H](C)[C@H](Oc1ccc(C(=O)O[C@H]2CCCN(C(O)c3coc(O)c3)C2)cc1)c1ccc(C2CC2)cc1	2.000	6.186	0.000	0.000	5.626	23.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	93.685	0.000	0.000	632.739	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	1.055	0.000	0.000	0.000	0.000	147.250	27.036	5.969	11.853	0.000	0.000	35.326	1.110	0.000	19.802	0.000	596.451	0.000	31.501	21.745	5.273	0.000	1.000	0.000	2.000	2.000	0.000	0.000	236.000	1.000	1.000	0.000	-4.260	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.532	13.891	0.000	11.696	0.000	3.000	0.000	0.000	0.000	0.000	0.000	6.924	93.271	65.278	0.000	10.054	61.812	4.737	0.000	0.000	0.000	12.000	1.000	3.000	1616.425	264.497	1.000	8.149	0.000	19.804	0.000	33.693	30.753	13.090	7.353	13.390	36.089	8.975	11.696	0.000	11.853	52.876	0.000	30.447	0.000	69.926	18961608704.000	0.000	0.000	2.000	0.000	19.056	1.000	23.517	3.000	0.000	0.000	30.735	0.000	11.710	12.464	45.000	0.000	11.000	0.000	0.000	8.773	0.000	95.338	1.000	1.000	0.000	0.000	11.000	15.118	24.719	92.374	28.754	5.099	0.000	4.795	9.694	29.421	0.000	15.891	1.000	0.000	0.000	0.000	0.000	25.088	0.000	165.145	17.299	0.000	0.000	0.000	6.000	0.000	25.905	0.000	13.000	Active	Active
COCC(=O)N1CCC[C@H](NC(=O)c2ccc(O[C@H](c3ccc(C)cc3)[C@H](C)NC(=O)C(F)(F)F)cn2)C1	LEO131910A	LEO131910A	COCC(=O)N1CCC[C@H](NC(=O)c2ccc(O[C@H](c3ccc(C)cc3)[C@H](C)NC(=O)C(F)(F)F)cn2)C1	3.000	4.106	0.000	0.000	4.106	17.722	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	59.416	0.000	0.000	536.551	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	109.860	10.301	12.083	5.907	5.907	0.000	24.154	1.679	0.000	27.555	0.000	505.303	0.000	27.872	17.973	2.944	0.000	0.000	0.000	3.000	2.000	0.000	3.000	206.000	1.000	1.000	0.000	-3.670	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.474	13.171	5.750	0.000	2.000	0.000	1.000	0.000	0.000	0.000	6.924	47.485	42.595	0.000	15.370	72.672	14.326	0.000	0.000	0.000	12.000	2.000	2.000	1109.362	218.244	3.000	6.085	0.000	20.517	0.000	37.029	28.894	26.806	7.912	12.722	29.165	6.085	5.750	0.000	29.999	25.074	0.000	30.136	0.000	51.053	159946336.000	0.000	0.000	1.000	0.000	12.241	0.000	11.984	2.000	0.000	0.000	32.363	0.000	9.174	9.174	38.000	0.000	6.000	0.000	0.000	38.439	0.000	67.977	1.000	0.000	0.000	0.000	9.000	12.121	26.241	44.385	29.829	0.000	13.171	4.984	14.384	25.007	0.000	12.121	0.000	0.000	0.000	0.000	0.000	21.379	0.000	131.389	12.239	0.000	1.000	0.000	3.000	0.000	21.379	0.000	13.000	Active	Active
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	NN7838A	NN7838A	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	2.000	7.114	0.000	0.000	7.114	11.566	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23.298	0.000	0.000	376.468	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.600	0.000	0.000	0.000	0.000	17.235	5.601	1.885	0.000	19.802	4.390	347.236	0.000	19.991	12.415	3.067	0.000	2.000	0.000	2.000	0.000	0.000	1.000	148.000	0.000	0.000	0.000	-1.330	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.390	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	22.666	59.799	23.298	0.000	0.000	39.153	9.589	0.000	0.000	0.000	5.000	0.000	0.000	800.134	159.078	0.000	8.708	0.000	0.000	0.000	24.193	19.007	0.000	1.997	5.383	13.000	8.708	0.000	0.000	30.326	19.262	0.000	34.122	2.000	77.173	877520.562	0.000	22.666	0.000	0.000	13.847	0.000	11.146	2.000	0.000	0.000	13.000	0.000	9.715	9.715	27.000	0.000	4.000	0.000	4.000	16.879	0.000	52.287	0.000	0.000	0.000	0.000	4.000	9.932	23.169	58.448	24.146	0.000	0.000	4.390	9.589	10.213	0.000	9.932	1.000	0.000	0.000	0.000	5.000	16.511	0.000	98.603	6.104	0.000	0.000	0.000	4.000	0.000	16.511	0.000	1.000	Active	Active
C[C@H](NC(=O)c1ccon1)[C@H](Oc1ccc(C(=O)O[C@H]2CCCN(C(O)c3coc(O)c3)C2)cc1)c1ccc(C2CC2)cc1	LEO134320A	LEO134320A	C[C@H](NC(=O)c1ccon1)[C@H](Oc1ccc(C(=O)O[C@H]2CCCN(C(O)c3coc(O)c3)C2)cc1)c1ccc(C2CC2)cc1	2.000	5.525	0.000	0.000	5.525	11.876	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	101.138	0.000	0.000	601.656	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	147.500	22.606	5.969	11.853	0.000	5.694	36.712	1.102	0.000	19.802	0.000	566.376	0.000	30.631	21.335	5.102	0.000	1.000	0.000	2.000	2.000	0.000	0.000	230.000	0.000	1.000	0.000	-4.610	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.414	0.000	11.696	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	88.394	82.130	0.000	10.054	57.381	4.737	0.000	0.000	0.000	11.000	1.000	2.000	1546.615	253.908	1.000	7.961	0.000	15.373	0.000	38.216	29.461	13.090	6.952	12.945	29.165	7.961	11.696	0.000	17.547	42.305	0.000	30.447	0.000	63.003	12082378752.000	0.000	0.000	1.000	0.000	19.056	1.000	11.984	3.000	0.000	0.000	43.064	0.000	11.407	11.407	44.000	0.000	10.000	0.000	0.000	9.701	0.000	94.465	1.000	1.000	0.000	0.000	11.000	14.821	30.786	73.917	29.422	0.000	0.000	4.795	9.694	33.944	0.000	14.821	1.000	0.000	0.000	0.000	0.000	24.296	0.000	157.002	11.605	0.000	0.000	0.000	6.000	0.000	24.296	0.000	13.000	Active	Active
N#Cc1ccc(=NC[C@@H]2CCN(c3ncnc4[nH]ccc34)CC23CC3)[nH]n1	LEO130174A	LEO130174A	N#Cc1ccc(=NC[C@@H]2CCN(c3ncnc4[nH]ccc34)CC23CC3)[nH]n1	0.000	4.218	0.000	0.000	4.218	16.851	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	41.905	0.000	0.000	360.425	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	109.640	36.116	0.000	0.000	0.000	5.694	29.349	1.339	0.000	0.000	0.000	340.265	0.000	18.269	13.272	0.796	0.000	0.000	0.000	0.000	0.000	0.000	0.000	136.000	0.000	0.000	0.000	-3.210	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.254	5.818	0.000	0.000	2.000	0.000	0.000	0.000	11.033	0.000	22.664	24.956	35.716	0.000	10.388	44.784	0.000	0.000	0.000	1.000	8.000	2.000	6.000	1064.278	155.547	0.000	5.805	0.000	25.149	5.262	0.000	15.999	24.534	2.850	6.196	12.394	5.805	6.069	0.000	0.000	17.027	0.000	0.000	0.000	19.262	3797078.250	0.000	16.325	5.000	2.000	18.332	0.000	48.394	2.000	0.000	0.000	12.842	0.000	7.487	7.487	27.000	0.000	6.000	0.000	0.000	0.000	0.000	57.417	1.000	0.000	0.000	0.000	8.000	9.268	25.831	48.794	0.000	0.000	10.361	9.968	10.091	9.884	0.000	9.268	0.000	0.000	0.000	0.000	1.000	14.890	0.000	100.473	5.386	0.000	0.000	0.000	5.000	0.000	14.890	0.000	3.000	Active	Active
COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2	LEO129313A	LEO129313A	COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2	1.000	3.720	0.000	0.000	2.499	27.429	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	48.028	0.000	0.000	347.396	0.000	1.000	0.000	0.000	0.000	2.000	0.000	0.000	-3.783	2.000	0.000	1.000	0.000	87.740	10.039	6.031	10.023	0.000	0.000	10.645	1.912	0.000	13.212	0.000	330.260	0.000	17.320	11.403	2.473	0.000	0.000	0.000	1.000	1.000	0.000	0.000	126.000	0.000	0.000	0.000	-2.740	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.737	16.169	5.750	0.000	2.000	0.000	1.000	0.000	0.000	0.000	0.000	5.563	47.360	0.000	14.776	33.506	16.568	0.000	0.000	0.000	8.000	2.000	1.000	895.946	139.838	2.000	3.712	0.000	4.900	0.000	17.949	16.130	24.196	3.001	6.045	43.446	5.133	5.750	0.000	16.676	17.920	0.000	10.023	0.000	11.440	250308.141	0.000	0.000	0.000	0.000	0.000	0.000	5.563	2.000	0.000	0.000	18.076	0.000	5.414	7.065	24.000	0.000	4.000	0.000	0.000	25.189	0.000	40.511	0.000	0.000	0.000	0.000	7.000	7.214	24.967	35.895	12.133	0.000	0.000	13.212	4.722	14.954	0.000	8.697	0.000	0.000	0.000	0.000	1.000	13.237	0.000	90.730	7.110	0.000	0.000	0.000	3.000	0.000	14.054	0.000	4.000	Active	Active
